study,seed,criterion,interpretation,candidate,weight
biochemical_ude,12,gic_pred,predictive_support,mm,0.3549962332571117
biochemical_ude,12,gic_pred,predictive_support,neural_rate,0.09852818071203281
biochemical_ude,12,gic_pred,predictive_support,ude_mm,0.44127293798859485
biochemical_ude,12,gic_evid,equal_prior_posterior_approximation,haldane,0.009079014217265523
biochemical_ude,12,gic_evid,equal_prior_posterior_approximation,mm,0.5928825686860046
biochemical_ude,12,gic_evid,equal_prior_posterior_approximation,neural_rate,9.023368714034249e-10
biochemical_ude,12,gic_evid,equal_prior_posterior_approximation,ude_mm,0.3980384161943929
biochemical_ude,13,gic_pred,predictive_support,haldane,0.26154897276203387
biochemical_ude,13,gic_pred,predictive_support,mm,0.40265985990509756
biochemical_ude,13,gic_pred,predictive_support,neural_rate,0.002438569647914395
biochemical_ude,13,gic_pred,predictive_support,ude_mm,0.3333525976849543
biochemical_ude,13,gic_evid,equal_prior_posterior_approximation,haldane,0.01898342552407019
biochemical_ude,13,gic_evid,equal_prior_posterior_approximation,mm,0.5625887908318465
biochemical_ude,13,gic_evid,equal_prior_posterior_approximation,neural_rate,2.501167494903698e-12
biochemical_ude,13,gic_evid,equal_prior_posterior_approximation,ude_mm,0.4184277836415822
biochemical_ude,14,gic_pred,predictive_support,haldane,0.006976632570832797
biochemical_ude,14,gic_pred,predictive_support,mm,0.04225412933243659
biochemical_ude,14,gic_pred,predictive_support,neural_rate,0.019921461538891724
biochemical_ude,14,gic_pred,predictive_support,ude_mm,0.9308477765578388
biochemical_ude,14,gic_evid,equal_prior_posterior_approximation,haldane,0.001674585504379382
biochemical_ude,14,gic_evid,equal_prior_posterior_approximation,mm,0.2546134940641472
biochemical_ude,14,gic_evid,equal_prior_posterior_approximation,neural_rate,4.965746040649831e-11
biochemical_ude,14,gic_evid,equal_prior_posterior_approximation,ude_mm,0.743711920381816
biochemical_ude,15,gic_pred,predictive_support,haldane,0.0009238082544462673
biochemical_ude,15,gic_pred,predictive_support,mm,0.004667052851830642
biochemical_ude,15,gic_pred,predictive_support,neural_rate,0.0018475853827038613
biochemical_ude,15,gic_pred,predictive_support,ude_mm,0.9925615535110192
biochemical_ude,15,gic_evid,equal_prior_posterior_approximation,haldane,0.0005830384362178142
biochemical_ude,15,gic_evid,equal_prior_posterior_approximation,mm,0.08397560704006529
biochemical_ude,15,gic_evid,equal_prior_posterior_approximation,neural_rate,3.263880241122691e-12
biochemical_ude,15,gic_evid,equal_prior_posterior_approximation,ude_mm,0.9154413545204529
biochemical_ude,16,gic_pred,predictive_support,haldane,0.008848885673535686
biochemical_ude,16,gic_pred,predictive_support,mm,0.043673600723155445
biochemical_ude,16,gic_pred,predictive_support,neural_rate,0.0350322345385182
biochemical_ude,16,gic_pred,predictive_support,ude_mm,0.9124452790647907
biochemical_ude,16,gic_evid,equal_prior_posterior_approximation,haldane,0.002495068216695383
biochemical_ude,16,gic_evid,equal_prior_posterior_approximation,mm,0.30461553780543776
biochemical_ude,16,gic_evid,equal_prior_posterior_approximation,neural_rate,6.308257323849824e-10
biochemical_ude,16,gic_evid,equal_prior_posterior_approximation,ude_mm,0.6928893933470411
biochemical_ude,17,gic_pred,predictive_support,haldane,0.07205914883926301
biochemical_ude,17,gic_pred,predictive_support,mm,0.23704227716793788
biochemical_ude,17,gic_pred,predictive_support,neural_rate,0.022380811977818143
biochemical_ude,17,gic_pred,predictive_support,ude_mm,0.668517762014981
biochemical_ude,17,gic_evid,equal_prior_posterior_approximation,haldane,0.0073817185357990455
biochemical_ude,17,gic_evid,equal_prior_posterior_approximation,mm,0.5505506489631076
biochemical_ude,17,gic_evid,equal_prior_posterior_approximation,neural_rate,1.1259755658765108e-10
biochemical_ude,17,gic_evid,equal_prior_posterior_approximation,ude_mm,0.44206763238849583
biochemical_ude,18,gic_pred,predictive_support,haldane,0.11738632750897639
biochemical_ude,18,gic_pred,predictive_support,mm,0.3632595417426742
biochemical_ude,18,gic_pred,predictive_support,neural_rate,0.0328353155787423
biochemical_ude,18,gic_pred,predictive_support,ude_mm,0.4865188151696071
biochemical_ude,18,gic_evid,equal_prior_posterior_approximation,haldane,0.00907586119393723
biochemical_ude,18,gic_evid,equal_prior_posterior_approximation,mm,0.5882028685823206
biochemical_ude,18,gic_evid,equal_prior_posterior_approximation,neural_rate,2.383755655694431e-10
biochemical_ude,18,gic_evid,equal_prior_posterior_approximation,ude_mm,0.40272126998536667
biochemical_ude,19,gic_pred,predictive_support,haldane,0.08279915930395738
biochemical_ude,19,gic_pred,predictive_support,mm,0.26248524554566793
biochemical_ude,19,gic_pred,predictive_support,neural_rate,0.06780472112633672
biochemical_ude,19,gic_pred,predictive_support,ude_mm,0.586910874024038
biochemical_ude,19,gic_evid,equal_prior_posterior_approximation,haldane,0.007333131641349184
biochemical_ude,19,gic_evid,equal_prior_posterior_approximation,mm,0.5464924010326966
biochemical_ude,19,gic_evid,equal_prior_posterior_approximation,neural_rate,1.5541706362291993e-09
biochemical_ude,19,gic_evid,equal_prior_posterior_approximation,ude_mm,0.44617446577178366
biochemical_ude,20,gic_pred,predictive_support,haldane,0.071908185721086
biochemical_ude,20,gic_pred,predictive_support,mm,0.26829048823245527
biochemical_ude,20,gic_pred,predictive_support,neural_rate,0.008560898716711852
biochemical_ude,20,gic_pred,predictive_support,ude_mm,0.6512404273297469
biochemical_ude,20,gic_evid,equal_prior_posterior_approximation,haldane,0.0062179890986067
biochemical_ude,20,gic_evid,equal_prior_posterior_approximation,mm,0.5127846648405088
biochemical_ude,20,gic_evid,equal_prior_posterior_approximation,neural_rate,2.0086306318802102e-11
biochemical_ude,20,gic_evid,equal_prior_posterior_approximation,ude_mm,0.48099734604079825
biochemical_ude,21,gic_pred,predictive_support,haldane,0.2420734929079258
biochemical_ude,21,gic_pred,predictive_support,mm,0.4067659781006484
biochemical_ude,21,gic_pred,predictive_support,neural_rate,0.005859250582928461
biochemical_ude,21,gic_pred,predictive_support,ude_mm,0.3453012784084972
biochemical_ude,21,gic_evid,equal_prior_posterior_approximation,haldane,0.01742146744259085
biochemical_ude,21,gic_evid,equal_prior_posterior_approximation,mm,0.5630123062227729
biochemical_ude,21,gic_evid,equal_prior_posterior_approximation,neural_rate,1.0997542541460241e-11
biochemical_ude,21,gic_evid,equal_prior_posterior_approximation,ude_mm,0.4195662263236387
biochemical_ude,22,gic_pred,predictive_support,haldane,0.18304730616447354
biochemical_ude,22,gic_pred,predictive_support,mm,0.4323680628065429
biochemical_ude,22,gic_pred,predictive_support,neural_rate,0.0063353317948653546
biochemical_ude,22,gic_pred,predictive_support,ude_mm,0.3782492992341182
biochemical_ude,22,gic_evid,equal_prior_posterior_approximation,haldane,0.012812670361222918
biochemical_ude,22,gic_evid,equal_prior_posterior_approximation,mm,0.5727787197187887
biochemical_ude,22,gic_evid,equal_prior_posterior_approximation,neural_rate,2.896025776905821e-11
biochemical_ude,22,gic_evid,equal_prior_posterior_approximation,ude_mm,0.41440860989102823
biochemical_ude,23,gic_pred,predictive_support,haldane,0.22061300301113046
biochemical_ude,23,gic_pred,predictive_support,mm,0.42008585929329406
biochemical_ude,23,gic_pred,predictive_support,neural_rate,0.007942189597051359
biochemical_ude,23,gic_pred,predictive_support,ude_mm,0.3513589480985241
biochemical_ude,23,gic_evid,equal_prior_posterior_approximation,haldane,0.014400533817687652
biochemical_ude,23,gic_evid,equal_prior_posterior_approximation,mm,0.582518084940388
biochemical_ude,23,gic_evid,equal_prior_posterior_approximation,neural_rate,3.965799690226398e-11
biochemical_ude,23,gic_evid,equal_prior_posterior_approximation,ude_mm,0.4030813812022663
biochemical_ude,24,gic_pred,predictive_support,haldane,0.21383960761944185
biochemical_ude,24,gic_pred,predictive_support,mm,0.4238635107361979
biochemical_ude,24,gic_pred,predictive_support,neural_rate,0.010574599258264799
biochemical_ude,24,gic_pred,predictive_support,ude_mm,0.3517222823860954
biochemical_ude,24,gic_evid,equal_prior_posterior_approximation,haldane,0.016645298447113082
biochemical_ude,24,gic_evid,equal_prior_posterior_approximation,mm,0.5775916216474171
biochemical_ude,24,gic_evid,equal_prior_posterior_approximation,neural_rate,4.214584957492106e-11
biochemical_ude,24,gic_evid,equal_prior_posterior_approximation,ude_mm,0.405763079863324
biochemical_ude,25,gic_pred,predictive_support,haldane,0.26911012080196595
biochemical_ude,25,gic_pred,predictive_support,mm,0.40506789593612114
biochemical_ude,25,gic_pred,predictive_support,neural_rate,0.0030053252118727265
biochemical_ude,25,gic_pred,predictive_support,ude_mm,0.3228166580500401
biochemical_ude,25,gic_evid,equal_prior_posterior_approximation,haldane,0.019743163830649703
biochemical_ude,25,gic_evid,equal_prior_posterior_approximation,mm,0.5718589719458053
biochemical_ude,25,gic_evid,equal_prior_posterior_approximation,neural_rate,1.661469658664467e-11
biochemical_ude,25,gic_evid,equal_prior_posterior_approximation,ude_mm,0.4083978642069303
biochemical_ude,26,gic_pred,predictive_support,haldane,0.11371701031593658
biochemical_ude,26,gic_pred,predictive_support,mm,0.30709513502418434
biochemical_ude,26,gic_pred,predictive_support,neural_rate,0.020140039866859246
biochemical_ude,26,gic_pred,predictive_support,ude_mm,0.5590478147930198
biochemical_ude,26,gic_evid,equal_prior_posterior_approximation,haldane,0.013543650137962666
biochemical_ude,26,gic_evid,equal_prior_posterior_approximation,mm,0.7174329750505024
biochemical_ude,26,gic_evid,equal_prior_posterior_approximation,neural_rate,2.9412932319617767e-10
biochemical_ude,26,gic_evid,equal_prior_posterior_approximation,ude_mm,0.26902337451740554
biochemical_ude,27,gic_pred,predictive_support,haldane,0.017685031087321106
biochemical_ude,27,gic_pred,predictive_support,mm,0.06708210766372077
biochemical_ude,27,gic_pred,predictive_support,neural_rate,0.010591495287211471
biochemical_ude,27,gic_pred,predictive_support,ude_mm,0.9046413659617466
biochemical_ude,27,gic_evid,equal_prior_posterior_approximation,haldane,0.0028152096385367755
biochemical_ude,27,gic_evid,equal_prior_posterior_approximation,mm,0.2942186401089916
biochemical_ude,27,gic_evid,equal_prior_posterior_approximation,neural_rate,8.672616033469426e-11
biochemical_ude,27,gic_evid,equal_prior_posterior_approximation,ude_mm,0.7029661501657455
biochemical_ude,28,gic_pred,predictive_support,haldane,0.0007977774941114116
biochemical_ude,28,gic_pred,predictive_support,mm,0.004302503691039994
biochemical_ude,28,gic_pred,predictive_support,neural_rate,0.0561659539338345
biochemical_ude,28,gic_pred,predictive_support,ude_mm,0.9387337648810142
biochemical_ude,28,gic_evid,equal_prior_posterior_approximation,haldane,0.00030007740167368557
biochemical_ude,28,gic_evid,equal_prior_posterior_approximation,mm,0.05089378550356705
biochemical_ude,28,gic_evid,equal_prior_posterior_approximation,neural_rate,1.4414318662364871e-09
biochemical_ude,28,gic_evid,equal_prior_posterior_approximation,ude_mm,0.9488061356533275
biochemical_ude,29,gic_pred,predictive_support,haldane,0.005288753083156416
biochemical_ude,29,gic_pred,predictive_support,mm,0.02650373369205092
biochemical_ude,29,gic_pred,predictive_support,neural_rate,0.056252358810470075
biochemical_ude,29,gic_pred,predictive_support,ude_mm,0.9119551544143226
biochemical_ude,29,gic_evid,equal_prior_posterior_approximation,haldane,0.0010867610671746611
biochemical_ude,29,gic_evid,equal_prior_posterior_approximation,mm,0.15537362381367706
biochemical_ude,29,gic_evid,equal_prior_posterior_approximation,neural_rate,1.1431704634756166e-09
biochemical_ude,29,gic_evid,equal_prior_posterior_approximation,ude_mm,0.8435396139759778
ecology_rm,0,gic_pred,predictive_support,lv,6.834468246037495e-79
ecology_rm,0,gic_pred,predictive_support,neural_ode,0.6107135311527176
ecology_rm,0,gic_pred,predictive_support,rm,0.37884713963709793
ecology_rm,0,gic_pred,predictive_support,ude_lv,0.01043932921018448
ecology_rm,0,gic_evid,equal_prior_posterior_approximation,lv,7.266884499520618e-94
ecology_rm,0,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0034080841819420786
ecology_rm,0,gic_evid,equal_prior_posterior_approximation,rm,0.9965825756759144
ecology_rm,0,gic_evid,equal_prior_posterior_approximation,ude_lv,9.34014214355591e-06
ecology_rm,1,gic_pred,predictive_support,lv,2.535508660010455e-68
ecology_rm,1,gic_pred,predictive_support,neural_ode,0.04330805577044294
ecology_rm,1,gic_pred,predictive_support,rm,0.8475741343124786
ecology_rm,1,gic_pred,predictive_support,ude_lv,0.10911780991707841
ecology_rm,1,gic_evid,equal_prior_posterior_approximation,lv,1.2955361963474632e-81
ecology_rm,1,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0002727218988049522
ecology_rm,1,gic_evid,equal_prior_posterior_approximation,rm,0.999398852410717
ecology_rm,1,gic_evid,equal_prior_posterior_approximation,ude_lv,0.00032842569047790426
ecology_rm,2,gic_pred,predictive_support,lv,6.823490413597751e-305
ecology_rm,2,gic_pred,predictive_support,neural_ode,0.17604374531918657
ecology_rm,2,gic_pred,predictive_support,rm,0.6920602702647852
ecology_rm,2,gic_pred,predictive_support,ude_lv,0.13189598441602815
ecology_rm,2,gic_evid,equal_prior_posterior_approximation,lv,9.85606144432579e-305
ecology_rm,2,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0003440388214823775
ecology_rm,2,gic_evid,equal_prior_posterior_approximation,rm,0.9996333450273002
ecology_rm,2,gic_evid,equal_prior_posterior_approximation,ude_lv,2.261615121742645e-05
ecology_rm,3,gic_pred,predictive_support,lv,8.854411391385488e-75
ecology_rm,3,gic_pred,predictive_support,neural_ode,0.21699097906154782
ecology_rm,3,gic_pred,predictive_support,rm,0.7829301597358512
ecology_rm,3,gic_pred,predictive_support,ude_lv,7.886120260084734e-05
ecology_rm,3,gic_evid,equal_prior_posterior_approximation,lv,3.429905844542046e-89
ecology_rm,3,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0008549061103397474
ecology_rm,3,gic_evid,equal_prior_posterior_approximation,rm,0.9991450799503963
ecology_rm,3,gic_evid,equal_prior_posterior_approximation,ude_lv,1.3939264006209585e-08
ecology_rm,4,gic_pred,predictive_support,lv,9.218012212710195e-67
ecology_rm,4,gic_pred,predictive_support,neural_ode,0.057554019929605085
ecology_rm,4,gic_pred,predictive_support,rm,0.9372413542597414
ecology_rm,4,gic_pred,predictive_support,ude_lv,0.005204625810653341
ecology_rm,4,gic_evid,equal_prior_posterior_approximation,lv,1.1246512776038052e-80
ecology_rm,4,gic_evid,equal_prior_posterior_approximation,neural_ode,8.959401249343566e-05
ecology_rm,4,gic_evid,equal_prior_posterior_approximation,rm,0.9999072062358356
ecology_rm,4,gic_evid,equal_prior_posterior_approximation,ude_lv,3.199751670869354e-06
ecology_rm,5,gic_pred,predictive_support,lv,6.46376459678556e-81
ecology_rm,5,gic_pred,predictive_support,neural_ode,0.2038828544248018
ecology_rm,5,gic_pred,predictive_support,rm,0.7851568011673573
ecology_rm,5,gic_pred,predictive_support,ude_lv,0.010960344407840845
ecology_rm,5,gic_evid,equal_prior_posterior_approximation,lv,1.2417048885309712e-96
ecology_rm,5,gic_evid,equal_prior_posterior_approximation,neural_ode,0.001151750082891189
ecology_rm,5,gic_evid,equal_prior_posterior_approximation,rm,0.9988430228784412
ecology_rm,5,gic_evid,equal_prior_posterior_approximation,ude_lv,5.227038667485949e-06
ecology_rm,6,gic_pred,predictive_support,lv,1.0702202262614577e-80
ecology_rm,6,gic_pred,predictive_support,neural_ode,0.40365604848434883
ecology_rm,6,gic_pred,predictive_support,rm,0.5954743736181192
ecology_rm,6,gic_pred,predictive_support,ude_lv,0.0008695778975319759
ecology_rm,6,gic_evid,equal_prior_posterior_approximation,lv,5.331191461687835e-95
ecology_rm,6,gic_evid,equal_prior_posterior_approximation,neural_ode,0.004426901575927222
ecology_rm,6,gic_evid,equal_prior_posterior_approximation,rm,0.9955730236139981
ecology_rm,6,gic_evid,equal_prior_posterior_approximation,ude_lv,7.481007446316792e-08
ecology_rm,7,gic_pred,predictive_support,lv,3.560800937989358e-80
ecology_rm,7,gic_pred,predictive_support,neural_ode,0.2499486306123019
ecology_rm,7,gic_pred,predictive_support,rm,0.7459914632263539
ecology_rm,7,gic_pred,predictive_support,ude_lv,0.004059906161344048
ecology_rm,7,gic_evid,equal_prior_posterior_approximation,lv,9.403102315493621e-95
ecology_rm,7,gic_evid,equal_prior_posterior_approximation,neural_ode,0.001539249858223295
ecology_rm,7,gic_evid,equal_prior_posterior_approximation,rm,0.9984597608704203
ecology_rm,7,gic_evid,equal_prior_posterior_approximation,ude_lv,9.892713565871548e-07
ecology_rm,8,gic_pred,predictive_support,lv,3.270034875978276e-71
ecology_rm,8,gic_pred,predictive_support,neural_ode,0.17914220727643507
ecology_rm,8,gic_pred,predictive_support,rm,0.8180644608839949
ecology_rm,8,gic_pred,predictive_support,ude_lv,0.0027933318395700546
ecology_rm,8,gic_evid,equal_prior_posterior_approximation,lv,1.0761891876644308e-85
ecology_rm,8,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0006197461745573146
ecology_rm,8,gic_evid,equal_prior_posterior_approximation,rm,0.9993795722563639
ecology_rm,8,gic_evid,equal_prior_posterior_approximation,ude_lv,6.815690788188025e-07
ecology_rm,9,gic_pred,predictive_support,lv,3.0218312904102247e-92
ecology_rm,9,gic_pred,predictive_support,neural_ode,0.3892426130594257
ecology_rm,9,gic_pred,predictive_support,rm,0.6097378365121594
ecology_rm,9,gic_pred,predictive_support,ude_lv,0.0010195504284149339
ecology_rm,9,gic_evid,equal_prior_posterior_approximation,lv,2.4755004980626472e-107
ecology_rm,9,gic_evid,equal_prior_posterior_approximation,neural_ode,5.942119299139601e-05
ecology_rm,9,gic_evid,equal_prior_posterior_approximation,rm,0.9999402904325253
ecology_rm,9,gic_evid,equal_prior_posterior_approximation,ude_lv,2.883744835128191e-07
ecology_rm,10,gic_pred,predictive_support,lv,5.5967958144264905e-70
ecology_rm,10,gic_pred,predictive_support,neural_ode,0.2285438193814721
ecology_rm,10,gic_pred,predictive_support,rm,0.7173455248013931
ecology_rm,10,gic_pred,predictive_support,ude_lv,0.05411065581713475
ecology_rm,10,gic_evid,equal_prior_posterior_approximation,lv,8.356595173962399e-84
ecology_rm,10,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0005739062119885532
ecology_rm,10,gic_evid,equal_prior_posterior_approximation,rm,0.999387745105194
ecology_rm,10,gic_evid,equal_prior_posterior_approximation,ude_lv,3.834868281738818e-05
ecology_rm,11,gic_pred,predictive_support,lv,3.9317055578907335e-86
ecology_rm,11,gic_pred,predictive_support,neural_ode,0.39490098143286717
ecology_rm,11,gic_pred,predictive_support,rm,0.6050737317757198
ecology_rm,11,gic_pred,predictive_support,ude_lv,2.5286791413095023e-05
ecology_rm,11,gic_evid,equal_prior_posterior_approximation,lv,3.669948933260187e-100
ecology_rm,11,gic_evid,equal_prior_posterior_approximation,neural_ode,0.003774059664114412
ecology_rm,11,gic_evid,equal_prior_posterior_approximation,rm,0.996225933614671
ecology_rm,11,gic_evid,equal_prior_posterior_approximation,ude_lv,6.721214689270881e-09
ecology_rm,12,gic_pred,predictive_support,lv,6.800939271249871e-79
ecology_rm,12,gic_pred,predictive_support,neural_ode,0.11012139311555258
ecology_rm,12,gic_pred,predictive_support,rm,0.8530360001490229
ecology_rm,12,gic_pred,predictive_support,ude_lv,0.03684260673542449
ecology_rm,12,gic_evid,equal_prior_posterior_approximation,lv,2.328822505584351e-94
ecology_rm,12,gic_evid,equal_prior_posterior_approximation,neural_ode,0.00013983576182087352
ecology_rm,12,gic_evid,equal_prior_posterior_approximation,rm,0.9998474934346928
ecology_rm,12,gic_evid,equal_prior_posterior_approximation,ude_lv,1.267080348638549e-05
ecology_rm,13,gic_pred,predictive_support,lv,2.0658638666916078e-86
ecology_rm,13,gic_pred,predictive_support,neural_ode,0.6050287982056054
ecology_rm,13,gic_pred,predictive_support,rm,0.39393950351628615
ecology_rm,13,gic_pred,predictive_support,ude_lv,0.001031698278108451
ecology_rm,13,gic_evid,equal_prior_posterior_approximation,lv,1.4714309166232584e-101
ecology_rm,13,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0037507069822856837
ecology_rm,13,gic_evid,equal_prior_posterior_approximation,rm,0.9962487605061954
ecology_rm,13,gic_evid,equal_prior_posterior_approximation,ude_lv,5.325115188505e-07
ecology_rm,14,gic_pred,predictive_support,lv,5.228393118651049e-95
ecology_rm,14,gic_pred,predictive_support,neural_ode,0.07129658363187814
ecology_rm,14,gic_pred,predictive_support,rm,0.5426840984369357
ecology_rm,14,gic_pred,predictive_support,ude_lv,0.3860193179311862
ecology_rm,14,gic_evid,equal_prior_posterior_approximation,lv,2.187440451628729e-111
ecology_rm,14,gic_evid,equal_prior_posterior_approximation,neural_ode,6.878887791226162e-05
ecology_rm,14,gic_evid,equal_prior_posterior_approximation,rm,0.9998034770015655
ecology_rm,14,gic_evid,equal_prior_posterior_approximation,ude_lv,0.00012773412052249943
ecology_rm,15,gic_pred,predictive_support,lv,1.280966410515789e-74
ecology_rm,15,gic_pred,predictive_support,neural_ode,0.24035761684481213
ecology_rm,15,gic_pred,predictive_support,rm,0.7567081582467151
ecology_rm,15,gic_pred,predictive_support,ude_lv,0.0029342249084727146
ecology_rm,15,gic_evid,equal_prior_posterior_approximation,lv,9.115965955746708e-88
ecology_rm,15,gic_evid,equal_prior_posterior_approximation,neural_ode,0.00010826710190043461
ecology_rm,15,gic_evid,equal_prior_posterior_approximation,rm,0.9998911514197485
ecology_rm,15,gic_evid,equal_prior_posterior_approximation,ude_lv,5.814783509639783e-07
ecology_rm,16,gic_pred,predictive_support,lv,4.985097706339619e-71
ecology_rm,16,gic_pred,predictive_support,neural_ode,0.2057576077053697
ecology_rm,16,gic_pred,predictive_support,rm,0.7296746768044438
ecology_rm,16,gic_pred,predictive_support,ude_lv,0.06456771549018644
ecology_rm,16,gic_evid,equal_prior_posterior_approximation,lv,2.4941875781465287e-85
ecology_rm,16,gic_evid,equal_prior_posterior_approximation,neural_ode,5.931572503055595e-05
ecology_rm,16,gic_evid,equal_prior_posterior_approximation,rm,0.9999172259988129
ecology_rm,16,gic_evid,equal_prior_posterior_approximation,ude_lv,2.3458276156452596e-05
ecology_rm,17,gic_pred,predictive_support,lv,1.1063046051433676e-69
ecology_rm,17,gic_pred,predictive_support,neural_ode,0.12571961196719697
ecology_rm,17,gic_pred,predictive_support,rm,0.8209097976439319
ecology_rm,17,gic_pred,predictive_support,ude_lv,0.05337059038887113
ecology_rm,17,gic_evid,equal_prior_posterior_approximation,lv,7.780082218633669e-84
ecology_rm,17,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0007857875675623256
ecology_rm,17,gic_evid,equal_prior_posterior_approximation,rm,0.9991651153067039
ecology_rm,17,gic_evid,equal_prior_posterior_approximation,ude_lv,4.9097125733653606e-05
ecology_rm,18,gic_pred,predictive_support,lv,4.407863758814615e-69
ecology_rm,18,gic_pred,predictive_support,neural_ode,0.24323795132795825
ecology_rm,18,gic_pred,predictive_support,rm,0.7514006334434263
ecology_rm,18,gic_pred,predictive_support,ude_lv,0.005361415228615376
ecology_rm,18,gic_evid,equal_prior_posterior_approximation,lv,1.25393438427342e-83
ecology_rm,18,gic_evid,equal_prior_posterior_approximation,neural_ode,0.001360484429160331
ecology_rm,18,gic_evid,equal_prior_posterior_approximation,rm,0.9986379440062966
ecology_rm,18,gic_evid,equal_prior_posterior_approximation,ude_lv,1.571564543160403e-06
ecology_rm,19,gic_pred,predictive_support,lv,1.8082314274997096e-80
ecology_rm,19,gic_pred,predictive_support,neural_ode,0.1786762298186606
ecology_rm,19,gic_pred,predictive_support,rm,0.8176694201792917
ecology_rm,19,gic_pred,predictive_support,ude_lv,0.0036543500020477784
ecology_rm,19,gic_evid,equal_prior_posterior_approximation,lv,2.001265579786657e-95
ecology_rm,19,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0006891215687649055
ecology_rm,19,gic_evid,equal_prior_posterior_approximation,rm,0.999309874298123
ecology_rm,19,gic_evid,equal_prior_posterior_approximation,ude_lv,1.00413311215928e-06
ecology_rm,20,gic_pred,predictive_support,lv,2.0378526052641298e-81
ecology_rm,20,gic_pred,predictive_support,neural_ode,0.22404564691347853
ecology_rm,20,gic_pred,predictive_support,rm,0.7756305293648765
ecology_rm,20,gic_pred,predictive_support,ude_lv,0.0003238237216449532
ecology_rm,20,gic_evid,equal_prior_posterior_approximation,lv,1.6391452427335176e-95
ecology_rm,20,gic_evid,equal_prior_posterior_approximation,neural_ode,9.006152741303174e-05
ecology_rm,20,gic_evid,equal_prior_posterior_approximation,rm,0.9999098833856029
ecology_rm,20,gic_evid,equal_prior_posterior_approximation,ude_lv,5.508698414914021e-08
ecology_rm,21,gic_pred,predictive_support,lv,2.6812607810578465e-82
ecology_rm,21,gic_pred,predictive_support,neural_ode,0.210791537636422
ecology_rm,21,gic_pred,predictive_support,rm,0.749425238603878
ecology_rm,21,gic_pred,predictive_support,ude_lv,0.03978322375970008
ecology_rm,21,gic_evid,equal_prior_posterior_approximation,lv,5.709139387645096e-98
ecology_rm,21,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0003810238003239532
ecology_rm,21,gic_evid,equal_prior_posterior_approximation,rm,0.9995947146484683
ecology_rm,21,gic_evid,equal_prior_posterior_approximation,ude_lv,2.4261551207698036e-05
ecology_rm,22,gic_pred,predictive_support,lv,4.691612604066631e-79
ecology_rm,22,gic_pred,predictive_support,neural_ode,0.20649125755731695
ecology_rm,22,gic_pred,predictive_support,rm,0.7935046153123928
ecology_rm,22,gic_pred,predictive_support,ude_lv,4.127130290291391e-06
ecology_rm,22,gic_evid,equal_prior_posterior_approximation,lv,2.4842338689543313e-92
ecology_rm,22,gic_evid,equal_prior_posterior_approximation,neural_ode,0.00037934334481075474
ecology_rm,22,gic_evid,equal_prior_posterior_approximation,rm,0.99962065607409
ecology_rm,22,gic_evid,equal_prior_posterior_approximation,ude_lv,5.810991333983955e-10
ecology_rm,23,gic_pred,predictive_support,lv,2.458401605811757e-83
ecology_rm,23,gic_pred,predictive_support,neural_ode,0.17088935519191883
ecology_rm,23,gic_pred,predictive_support,rm,0.8286475182348897
ecology_rm,23,gic_pred,predictive_support,ude_lv,0.0004631265731914411
ecology_rm,23,gic_evid,equal_prior_posterior_approximation,lv,2.1904440193425865e-98
ecology_rm,23,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0004790773485698465
ecology_rm,23,gic_evid,equal_prior_posterior_approximation,rm,0.9995207641877446
ecology_rm,23,gic_evid,equal_prior_posterior_approximation,ude_lv,1.5846368547789382e-07
ecology_rm,24,gic_pred,predictive_support,lv,1.6217054657291196e-83
ecology_rm,24,gic_pred,predictive_support,neural_ode,0.2608732342629641
ecology_rm,24,gic_pred,predictive_support,rm,0.7383798937769008
ecology_rm,24,gic_pred,predictive_support,ude_lv,0.0007468719601351594
ecology_rm,24,gic_evid,equal_prior_posterior_approximation,lv,1.0110998680220129e-98
ecology_rm,24,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0020285381600702846
ecology_rm,24,gic_evid,equal_prior_posterior_approximation,rm,0.997971248249543
ecology_rm,24,gic_evid,equal_prior_posterior_approximation,ude_lv,2.1359038666750166e-07
ecology_rm,25,gic_pred,predictive_support,lv,2.6215295400688602e-76
ecology_rm,25,gic_pred,predictive_support,neural_ode,0.29013078396809144
ecology_rm,25,gic_pred,predictive_support,rm,0.7089998541410403
ecology_rm,25,gic_pred,predictive_support,ude_lv,0.0008693618908683321
ecology_rm,25,gic_evid,equal_prior_posterior_approximation,lv,1.2318915217440364e-91
ecology_rm,25,gic_evid,equal_prior_posterior_approximation,neural_ode,0.0007219275256083901
ecology_rm,25,gic_evid,equal_prior_posterior_approximation,rm,0.9992778599761672
ecology_rm,25,gic_evid,equal_prior_posterior_approximation,ude_lv,2.124982241642802e-07
